,Month,Hour,"Rain, mm, #14 - PGP block 2 rooftop","Solar Radiation, W/m^2, #14 - PGP block 2 rooftop","Temperature, *C, #14 - PGP block 2 rooftop","RH, %, #14 - PGP block 2 rooftop","Dew Point, *C, #14 - PGP block 2 rooftop","Wind Speed, m/s, #14 - PGP block 2 rooftop","Gust Speed, m/s, #14 - PGP block 2 rooftop","Wind Direction, *, #14 - PGP block 2 rooftop"
277,12,13,0.000430108,469.3402778,30.42913978,74.61677419,25.27504839,1.241774194,2.265268817,190.1758065
278,12,14,0.003978495,423.1375,30.3411828,74.7494086,25.20786559,1.275967742,2.339408602,191.4586022
279,12,15,0.023010753,239.4208333,29.83667742,76.34026882,25.03776344,1.217580645,2.253924731,182.1978495
280,12,16,0.004623656,181.2305556,29.36186559,77.9338172,24.90868817,1.088870968,2.034731183,173.6784946
281,12,17,0.006666667,120.6055556,28.87533333,79.70870968,24.83853763,1.031182796,1.940483871,170.6698925
282,12,18,0.002473118,38.55277778,28.24098925,81.73193548,24.7001129,0.872311828,1.687473118,157.4698925
283,12,19,0.00655914,1.526388889,27.40829032,84.75645161,24.55145161,0.864354839,1.665913978,152.683871
284,12,20,0.001397849,1.0,27.01942473,86.71241935,24.57984409,0.841827957,1.626236559,148.95
285,12,21,0.00311828,1.0,26.8000914,87.7388172,24.57205914,0.779301075,1.508172043,153.9822581
286,12,22,0.002580645,1.0,26.55837097,89.08747312,24.60185484,0.728924731,1.422150538,152.0150538
287,12,23,0.000107527,1.0,26.35243011,90.06607527,24.58914516,0.665215054,1.29983871,154.1887097
